,ID,Phrase,Sentiment
401,402,striking plaintiffs combined response for noncompliance with Local Rule,-1
402,403,international jurisdictional questions as legal technicalities to escape conviction.”,0
403,404,obvious issues that might otherwise escape his notice.,-1
404,405,Court has plucked one arguably ambiguous statement,1
405,406,"but that it required the application of an ambiguous standard ""to an idealized ordinary case of the crime.""",0
406,407,Had his crime been charged as a more serious arson,-1
407,408,charged it with establishing the Federal Sentencing Guidelines.,0
408,409,sentences range from a mandatory fine of $ 500,-1
409,410,opportunity to comply with the notification requirements and the procedures for enforcement of criminal fines,1
410,411,"however, the points that are particularly provocative to Cooper simply are not enough to establish under AEDPA",-1
411,412,Speech is often provocative and challenging.,-1
412,413,Bunchan asserts that this passage encouraged the jury to abdicate its primary function of finding facts,-1
413,414,werent drug dealers looking for a profit like,0
414,415,Their efforts diminished prospects for a peaceful resolution,-1
415,416,Some of the courts that have endorsed a contrary construction of subsection (d),0
416,417,"granted his petition,",1
417,418,describing the legally prescribed range of available sentences as the penalty fixed to a crime,0
418,419,the Guidelines ensure uniformity in sentencing .,1
419,420,A defendant is entitled to understand the legal rules that will determine his sentence.,1
420,421,"what Blackstone called the ""curtilage or homestall,"" for the ""house protects and privileges all its branches and appurtenants.""",0
421,422,The government ultimately secured a conviction on the drug and weapons charges,1
422,423,taking account of the vacated convictions does not undermine the defendants victory in getting those convictions set aside.,1
423,424,the Coast Guard was coming as the sort of encouragement that makes one an aider and abettor,0
424,425,his ability to obtain a more favorable arrangement,1
425,426,"by contrast to the silencer definition, explicitly adopts a test of objective capability",0
426,427,Defendants responsive motion argued that plaintiffs delay was not caused by defense counsel but was “of their own fault,1
427,428,Data on the Effectiveness of Regulation,0
428,429,the district court should have held an evidentiary hearing to assess the reliability of the witnesss claim,0
429,430,heading straight to a courtesy booth staffed by James McCarble and Edna Scott.,0
430,431,"but later found his competency restored on April 15, 2009.",1
431,432,with the possibility that the earlier trial run will strengthen the prosecutions case,0
432,433,Lord Mansfield solidified the doctrine,1
433,434,has overshadowed the considerations of fairness and international law,1
434,435,under all circumstances decline to consider all questions which had not previously been specifically urged would be out of harmony with .,-1
435,436,participants may of course be justifiably reimprisoned,1
436,437,whether the suspect poses an immediate threat to the safety of the officers or others,0
437,438,it could only find him guilty if he ratified and participated in the conspiracy after he turned 18.,0
438,439,an intended or accomplished alteration must be purposeful and not inadvertent.,0
439,440,but doing so risks subjecting later petitions that raise new claims to rigorous procedural obstacles.”,-1
440,441,if that would be safer than stopping him on the front steps.,0
441,442,the administrators examination may be made only at a bargain which absolves the proprietor of the business from the sanctions,1
442,443,The United States Coast Guard found Mr. De La Cruzs vessel adrift approximately sixty miles from shore and rescued its crew.,0
443,444,the most obvious rules of prudence and propriety,1
444,445,pedestrian drug activity and gun transactions which were themselves substantially similar,0
445,446,to promote respect for the law,1
446,447,Williams claims that he should have been acquitted on the drug charge.,1
447,448,"The American Bar Association recommends defense counsel ""promptly communicate and explain to the defendant all plea offers made by the prosecuting attorney,",1
448,449,Coynes candid testimony is particularly useful here.,1
449,450,"we ""loo[k] to the evolving standards of decency that mark the progress of a maturing society",1
450,451,The use of DNA evidence to exonerate persons who have been wrongfully accused or convicted is well known.,1
451,452,The court heard and articulated a number of facts favoring a lenient sentence,1
452,453,But there can be no question that marijuana trafficking is a moneymaking endeavor--and a potentially lucrative one at that.,-1
453,454,"the evidence heard at trial, [the appellants] direction to Gabelino, how she was to accomplish her part of the transactions",0
454,455,"the lions share of the Governments brief was dedicated to arguing that the district court erred in failing to apply Chevron, U.S.A., Inc. v. Natural Resources Defense Council, Inc",1
455,456,"to solve past and future crimes, and to combat recidivism",1
456,457,taking account of the vacated convictions does not undermine the defendants victory in getting those convictions set aside.,1
457,458,Rivera-Gonzalez seeks to lessen their import to achieve his desired result.,1
458,459,it fails to give ordinary people fair notice of the conduct it punishes,-1
459,460,proportionality in sentencing through a system that imposes appropriately different sentences for criminal conduct of different severity,1
460,461,"At school, because of his limited ability to read and write",0
461,462,The CCA also stressed Moores improved behavior in prison,1
462,463,"Here, the district court carefully reviewed both Bunchans uncontested guideline sentencing range",1
463,464,people in the 7-Eleven who were buying thousands of dollars worth of gift cards with other gift cards.,0
464,465,"he asked, “Please, can you ease up on my left arm?",0
465,466, its capability for use as a silencer,0
466,467,This opinion is subject to formal revision before publication,1
467,468,This case has a simple solution.,1
468,469,Our observation simply underscores how malleable the distinction adopted by the Michigan Supreme Court,-1
469,470,The Nation must continue to make strides to overcome race-based discrimination.,1
470,471,"federal judges before the Guidelines considered their own ""view[s] of proper sentencing policy,""",1
471,472,"The Court has also recognized ""in the Eighth Amendment context"" that a district courts reliance on a vague sentencing factor in a capital case, even indirectly, ""can taint the sentence.""",1
472,473,"Indeed, we have refused before to apply exactly the formalistic distinction",0
473,474,Both Texas and the dissent maintain that the CCA properly considered factors unique to Moore,1
474,475,The CCA also stressed Moores improved behavior in prison,1
475,476,The CCA also stressed Moores improved behavior in prison,1
476,477,"the legs, being bound by the garment, probably could not readily have been pulled far apart into some unnatural posture.",-1
477,478,It was sighted just outside Dominican territorial waters (within the Dominican Republics Exclusive Economic Zone) and was obviously incapable of making long international voyages.,0
478,479,The Court rejects the CCAs conclusion that Moore failed to make the requisite showings with respect to intellectual functioning,-1
479,480,noting that “[d]iscussion is an integral part of deliberations,1
480,481,"it sufficed that police observed Bailey ""in the process of leaving the premises"" and detained him ""as soon as practicable.""",1
481,482,"Importantly, we have not presumed prejudice",1
482,483,Clickner is instructive of how respondeat superior and the “going and coming” rule apply in this case.,1
483,484,"we concluded, that ""the Guidelines are too much like guideposts and not enough like fences,",-1
484,485,The approach that we favor places sensible limits on the reach of section 844(i),0
485,486,This is so regardless of whether that finding is to be made by a preponderance of the evidence,0
486,487,"Clinicians, however, caution against reliance on adaptive strengths developed ""in a controlled setting,"" as a prison surely is.",1
487,488,This interpretation has been reaffirmed by the Court time and again and is now an entrenched feature of our §1983 jurisprudence.,1
488,489,"He argues on appeal that had Defendants written truthful reports, or testified truthfully in deposition",0
489,490,"The letter included the victims names, their priority, their places of residence, and the amount of money Bunchan was willing to pay for the murder of each",-1
490,491,Taylor found a more receptive audience on this front,1
491,492,that person will predictably convey the firearms to someone whom the felon does not know and cannot control,-1
492,493,"Such a decision often will reveal, with conspicuous clarity, defense counsels perception that the belatedly disclosed information was not critical to his clients defense.",1
493,494,It is far from obvious that 4B12a residual clause implicates the twin concerns of vagueness more than the other factors do,-1
494,495,habeas petitioners have been encouraged to take each of their claims to state court,1
495,496,allow a defendant by his own misconduct to terminate his trial even temporarily would be to allow him to profit for his own wrong.”,1
496,497,"she complains of loss of her job, degradation of her prospects for employment elsewhere,",0
497,498,"This reality undermines the force of the States contention, endorsed by the dissent",-1
498,499,we granted certiorari.,1
499,500,"power to fix punishment within legally prescribed limits""",1
500,501,to ensure that proper cross-examination can occur.”,1
501,502,"The government, however, is not entitled to recast the reach of such a provision after the fact.",-1
502,503,it also protects reasonable assessments of fact,1
503,504,the sample was secured at approximately 2:35 a.m,0
504,505,"The defendants still get the benefit of their appellate victory in Fernandez, as the convictions have been vacated",1
505,506,But it is settled that only undue pressure or encouragement are forbidden.,0
506,507,thus we recount the facts in the light most favorable to the verdict.,1
507,508,offenders who committed an offense prior to the adoption of the new amendments but are sentenced thereafter.,0
508,509,requiring that “the actions undertaken by the officer following the stop [be] reasonably responsive to the circumstances,1
509,510,Semiannual Report to Congress on the Effectiveness of The Civil Aviation Program,0
510,511,"We need not consider the reliability of the witnesss account, however.",1
511,512,the mailing was certainly incidental to providing a courtesy to unsuccessful applicants,1
512,513,"which shoots, is designed to shoot, or can be readily restored to shoot",0
513,514,the undisclosed statements by Rogers and Trackling actually strengthen rather than weaken confidence in the jurys guilty verdict.,1
514,515,the battle lines of the earlier hearings had solidified substantially,1
515,516,the application of a new rule of law to cases on appeal will meet the demands of fairness and judicial integrity.,1
516,517,they are in harmony with our holding today.,1
517,518,the State is justifiably concerned that evidence may be lost.,1
518,519,imposing new fire safety requirements on certain establishments,0
519,520,"The right to keep and bear arms was considered no less fundamental by those who drafted and ratified the Bill of Rights. """,1
520,521,the trial court must determine whether the defendant has shown purposeful discrimination.,0
521,522,"Still, it is as easy (perhaps easier) to view all three tests as gradations of purpose made more rigorous",1
522,523,granting you the right to own a handgun might make you safer,1
523,524,and thus absolves us from the duty of deciding if it is.,1
524,525,"Petitioner was rescued and taken to Havana, Cuba, where he was taken care of by the American Consul for about one week.",1
525,526,The prudence of the careful prosecutor should not therefore be discouraged.,1
526,527,the procedural posture of Gautiers state court case has substantially changed between 2006 and 2008,0
527,528,to promote respect for the law,1
528,529,"The jury acquitted on substantive drug counts three and five, and the firearms conspiracy count.",1
529,530,The Federal Bureau of Prisons recommends that staff screen new detainees for these conditions.,1
530,531,It may be useful to underscore two further points,1
531,532,"While some progress has been made, drunk driving continues to exact a terrible toll on our society.",-1
532,533,the primary effect of the profile is to exonerate a suspect who has been charged or is under investigation.,1
533,534,a Georgia statute providing more lenient treatment to first-time offenders,1
534,535,lucrative drug-trafficking activities during the twelve months,-1
535,536,detains drivers no longer than is reasonably necessary to accomplish the purpose of checking a license and registration,1
536,537,a local paper dedicated as many resources to a single topic over such an extended period,0
537,538,basic plan to solve the crisis through construction,1
538,539,The defendants still get the benefit of their appellate victory in Fernandez,1
539,540,because it would prevent their desired sale of RWMC to another entity.,0
540,541,to give ordinary people fair notice of the conduct it punishes,1
541,542,", we could not appropriately analyze whether the errors prejudiced either Rivera-Gonzalezs defense or his ability to obtain a more favorable arrangement.",-1
542,543,evidence of some ability to perform a skill should not offset evidence of the inability to perform that same skill.,0
543,544,reflecting improved understanding over time,1
544,545,carefully basing its holding on those specific facts,1
545,546,The employee identified the car in the parking lot that belonged to the people buying the gift cards.,0
546,547,"For ease in exposition, we use the new number throughout.",1
547,548,The statute does not refer either to capability or adaptation,0
548,549,"Readers are requested to notify the Reporter of Decisions, Supreme Court of the United States, Washington, D. C. 20543, of any typographical or other formal errors,",1
549,550,The Amendment establishes a simple baseline,1
550,551,"The Courts apparent belief that this is a ""fallacy"" only underscores my concern",1
551,552,enlightened correctional administrators have made significant strides in the area of prison reform,1
552,553,proper sentencing policy,1
553,554,"current manuals offer ""the best available description of how mental disorders are expressed and can be recognized by trained clinicians",1
554,555,But the Courts decision today permits exactly that result.,1
555,556,the district court properly exercised its informed discretion,1
556,557,the CCA stressed Moores improved behavior in prison.,1
557,558,"In addition, the CCA stressed Moores improved behavior in prison",1
558,559,the arguments adopted must be readily transferrable from the proponents case to the adopters case.”,0
559,560,precluding them does not obviously or automatically result in dismissal.,0
560,561,the district court noted Bunchans need for medical treatment and the prison systems ability to provide the requisite care.,1
561,562,"the gun is “an integral part of the transaction,”",0
562,563,sufficed to safeguard the appellants right to a fair trial.,1
563,564,attempted murder of a different ex-girlfriend that was strikingly similar in execution to the subsequent successful murder.,-1
564,565,The robbery case law is instructive on this point.,1
565,566,"How can the Guidelines carry sufficient legal weight to warrant scrutiny under the Eighth Amendment and the Ex Post Facto Clause, but not enough to warrant scrutiny under the Due Process Clause?",0
566,567,the average drug sales per shift suggested by the cooperating witness to arrive at a sensible starting point.,1
567,568,proven by a preponderance of the evidence.,1
568,569,to conceal the identity of a stolen car in aid of a car theft-it would surely be worse than the usual driving without a license offense.,-1
569,570,a court attempts to remedy an entrenched constitutional violation through reform of a complex institution,0
570,571,a witness ought to be accepted as truthful by the jury is not improper witness vouching.,0
571,572,the driver is not willing to become an affiant herself,0
572,573,a committee of Congress would be receptive to the suggestion now made.,1
573,574,to develop a factory survey program that is predictably and reliably less intrusive than the current scheme under review.,1
574,575,But it is far from obvious that the residual clause implicates the twin concerns of vagueness,-1
575,576,Congress spoke with conspicuous clarity in making subsection,1
